    1  126433.WP1     2.25    36.75    126433.WP1
    2  126434.WP1     2.25    37.25    126434.WP1
    3  126435.WP1     2.25    37.75    126435.WP1
    4  126436.WP1     2.25    38.25    126436.WP1
    5  127153.WP1     1.75    36.75    127153.WP1
    6  129313.WP1     0.25    36.75    129313.WP1
    7  129316.WP1     0.25    38.25    129316.WP1
