sam_id	ped_id	hz_tp	hz_bt	sand_tot	silt_tot	clay_tot	db_13b		w3cld	w15ad
sam_id	ped_id	hz_tp	hz_bt	sand_tot	silt_tot	clay_tot	db_13b		w3cld	w15ad
4002687	4000361	20	41	22	63.40000153	14.60000038	1.279999971	0.779999971	0.309760004	0.144639999
4002688	4000361	41	51	22.10000038	62.70000076	15.19999981	1.379999995	0.349999994	0.327060014	0.085559994
4002689	4000361	51	66	24.89999962	56.90000153	18.20000076	1.50999999	0.180000007	0.356360018	0.120799996
4002690	4000361	66	84	31.10000038	48.40000153	20.5	1.580000043	0.180000007	0.374460012	0.153260008
4002691	4000361	84	97	31.60000038	50.90000153	17.5	1.580000043	0.079999998	0.391840011	0.148519993
4002699	4000363	0	20	24.39999962	53.20000076	22.39999962	1.320000052	2	0.381480008	0.166320011
4002700	4000363	20	33	23.79999924	52.79999924	23.39999962	1.409999967	0.300000012	0.369419992	0.173429996
4002701	4000363	33	46	23.10000038	50.09999847	26.79999924	1.480000019	0.180000007	0.414400011	0.21164
4002702	4000363	46	56	22.39999962	49.59999847	28	1.539999962	0.129999995	0.415799975	0.227919996
4002703	4000363	56	71	21.79999924	51.90000153	26.29999924	1.440000057	0.140000001	0.390240014	0.207359999
4002704	4000363	71	94	16	57	27	1.539999962	0.059999999	0.457379997	0.22484
4002705	4000363	94	122	15.89999962	60.79999924	23.29999924	1.700000048	0.079999998	0.498100013	0.221000001
4002706	4000364	0	20	38.59999847	47.09999847	14.30000019	1.450000048	0.879999995	0.285650015	0.087000005
4002707	4000364	20	36	29.39999962	50.70000076	19.89999962	1.450000048	0.230000004	0.30884999	0.120350011
4002708	4000364	36	58	19.60000038	57.20000076	23.20000076	1.450000048	0.079999998	0.355250001	0.140650004
4002709	4000364	58	69	46.20000076	36.20000076	17.60000038	1.450000048	0.059999999	0.274049997	0.094250001
4002721	4000366	0	18	27	53	20	1.450000048	1.929999948	0.384250015	0.13775
4002722	4000366	18	30	31.5	47.90000153	20.60000038	1.450000048	0.360000014	0.337850004	0.131950006
4002723	4000366	30	48	31.39999962	41.5	27.10000038	1.450000048	0.200000003	0.337850004	0.169650003
4002724	4000366	48	71	32.29999924	36.90000153	30.79999924	1.450000048	0.100000001	0.342200011	0.191400006
4002725	4000366	71	89	34.40000153	36.70000076	28.89999962	1.450000048	0.079999998	0.359600008	0.200100005
4002726	4000366	89	104	33	37.79999924	29.20000076	1.450000048	0.039999999	0.36105001	0.205899999
4002727	4000366	104	147	40.59999847	24	35.40000153	1.450000048	0.059999999	0.343650013	0.226200014
4002730	4000367	0	5	26.5	60.09999847	13.39999962	1.450000048	3.150000095	0.44659999	0.097149998
4002731	4000367	5	25	23.70000076	61.59999847	14.69999981	1.450000048	0.769999981	0.379900038	0.084100008
4002732	4000367	25	38	29.29999924	55.09999847	15.60000038	1.450000048	0.389999986	0.355250001	0.102949999
4002733	4000367	38	51	32.90000153	46.40000153	20.70000076	1.450000048	0.270000011	0.320450008	0.13485001
4002734	4000367	51	76	36	49.40000153	14.60000038	1.450000048	0.159999996	0.359600008	0.232000008
4002735	4000367	76	91	59.59999847	18.60000038	21.79999924	1.450000048	0.079999998	0.23635	0.142100006
4002736	4000368	0	23	43	41.29999924	15.69999981	1.460000038	1.110000014	0.318280011	0.102200001
4002737	4000368	23	33	34.29999924	45.5	20.20000076	1.580000043	0.140000001	0.330220014	0.143780008
4002738	4000368	33	53	41.40000153	39.90000153	18.70000076	1.629999995	0.039999999	0.335779995	0.13691999
4002739	4000368	53	61	27.29999924	50.29999924	22.39999962	1.50999999	0.059999999	0.360890001	0.141939998
4002740	4000368	61	84	58.20000076	24.70000076	17.10000038	1.269999981	0.02	0.279399991	0.110489994
4002843	4000380	0	18	44.20000076	41.70000076	14.10000038	1.399999976	1.25	0.313600004	0.102200001
4002844	4000380	18	33	44.59999847	40.70000076	14.69999981	1.5	0.189999998	0.32099998	0.114
4002845	4000380	33	51	52.29999924	35.59999847	12.10000038	1.570000052	0.119999997	0.30144003	0.10676001
4002846	4000380	51	71	68.80000305	25.10000038	6.099999905	1.659999967	0.059999999	0.222439989	0.074699998
4002890	4000385	0	8	39	45.79999924	15.19999981	1.450000048	2.109999895	0.350900024	0.091350004
4002891	4000385	8	25	38.09999847	45.90000153	16	1.450000048	0.839999974	0.387150019	0.101500005
4002892	4000385	25	41	35.70000076	47.40000153	16.89999962	1.450000048	0.200000003	0.311750025	0.087000005
4002893	4000385	41	48	31.79999924	46.90000153	21.29999924	1.450000048	0.119999997	0.329150021	0.117450006
4002894	4000385	48	69	27.89999962	47.90000153	24.20000076	1.450000048	0.059999999	0.346550018	0.142100006
4002895	4000385	69	89	25.5	52	22.5	1.450000048	0.02	0.359600008	0.13485001
4002896	4000385	89	102	25.10000038	52.09999847	22.79999924	1.450000048	0.039999999	0.363950014	0.111649998
4002897	4000385	102	0	29.60000038	45.70000076	24.70000076	1.450000048	0.02	0.314650029	0.13485001
4002919	4000388	0	10	32.5	48.40000153	19.10000038	0.819999993	5.900000095	0.297659993	0.116439998
4002920	4000388	10	25	36.20000076	47.90000153	15.89999962	1.269999981	0.870000005	0.309879988	0.101599999
4002921	4000388	25	36	36.20000076	45.70000076	18.10000038	1.440000057	0.469999999	0.318240017	0.126720011
4002922	4000388	36	48	34	44.59999847	21.39999962	1.360000014	0.360000014	0.291040003	0.134639993
4002923	4000388	48	61	34.79999924	43.79999924	21.39999962	1.49000001	0.159999996	0.329290003	0.150490001
4002924	4000388	61	76	35.29999924	43.59999847	21.10000038	1.450000048	0.140000001	0.317550004	0.142100006
4002925	4000388	76	102	51.5	33	15.5	1.450000048	0.119999997	0.274049997	0.121799998
4002937	4000390	0	8	28.79999924	55.90000153	15.30000019	0.889999986	3.980000019	0.24831	0.068529993
4002938	4000390	8	20	28.20000076	56	15.80000019	1.080000043	0.970000029	0.262439996	0.056159999
4002939	4000390	20	28	27	56.79999924	16.20000076	1.289999962	0.5	0.300569981	0.069660001
4002940	4000390	28	41	29.20000076	53.5	17.29999924	1.409999967	0.25999999	0.320069999	0.083190002
4002941	4000390	41	61	32.40000153	48.09999847	19.5	1.5	0.150000006	0.341999978	0.109500006
4002942	4000390	61	76	31.39999962	47.70000076	20.89999962	1.580000043	0.039999999	0.339700013	0.154840007
4002970	4000394	0	18	45	46.20000076	8.800000191	1.450000048	4.849999905	0.458200008	0.168200016
4002971	4000394	18	25	50.79999924	43.29999924	5.900000095	1.450000048	1.980000019	0.356700003	0.114550002
4002972	4000394	25	36	60.29999924	36.20000076	3.5	1.450000048	0.670000017	0.284200013	0.07395
4002973	4000394	36	51	46.59999847	46.5	6.900000095	1.450000048	0.25999999	0.319000006	0.058000002
4002974	4000394	51	69	38.09999847	51.70000076	10.19999981	1.450000048	0.140000001	0.288549989	0.065250002
4002975	4000394	69	102	26.89999962	63.5	9.100000381	1.450000048	0.059999999	0.324800014	0.065250002
4002976	4000394	102	127	28.79999924	56.40000153	14.80000019	1.450000048	0.090000004	0.326250017	0.092800006
4002977	4000395	0	10	29.70000076	59.5	10.80000019	1.450000048	4.690000057	0.490099996	0.142100006
4002978	4000395	10	20	32.09999847	58.90000153	9	1.450000048	2.599999905	0.458200008	0.105850004
4002979	4000395	20	36	32.90000153	59.59999847	7.5	1.450000048	1.700000048	0.4727	0.108750001
4002980	4000395	36	53	33.40000153	58.70000076	7.900000095	1.450000048	0.939999998	0.474150032	0.084100008
4002981	4000395	53	81	30.29999924	55.40000153	14.30000019	1.450000048	0.100000001	0.300150007	0.069600008
4002982	4000395	81	102	28.79999924	55.90000153	15.30000019	1.450000048	0.129999995	0.310299993	0.079750001
4002985	4000396	3	8	33.90000153	61.5	4.599999905	1.450000048	1.789999962	0.369750023	0.071050003
4002986	4000396	8	23	39.5	55.70000076	4.800000191	1.450000048	4.5	0.430650026	0.18705
4002987	4000396	23	48	42	54.29999924	3.700000048	1.450000048	1.24000001	0.327700019	0.072500005
4002988	4000396	48	81	41	53.20000076	5.800000191	1.450000048	0.25	0.287099987	0.046400003
4002989	4000396	81	102	39.29999924	52.59999847	8.100000381	1.450000048	0.159999996	0.28275001	0.062350005
4003001	4000399	0	8	36.59999847	40.29999924	23.10000038	1.450000048	7.599999905	0.598850012	0.216049999
4003002	4000399	8	13	51.20000076	38.5	10.30000019	1.450000048	0.920000017	0.398750007	0.079750001
4003003	4000399	13	20	25.39999962	51.40000153	23.20000076	1.450000048	3.200000048	0.51910001	0.205899999
4003004	4000399	20	48	47.40000153	23.60000038	29	1.450000048	1.5	0.366849989	0.117450006
4003005	4000399	48	66	34.90000153	48.90000153	16.20000076	1.450000048	0.270000011	0.343650013	0.104400001
4003006	4000399	66	109	27.39999962	52.29999924	20.29999924	1.450000048	0.170000002	0.346550018	0.113100007
4003007	4000399	109	135	42	33.59999847	24.39999962	1.450000048	0.170000002	0.350900024	0.162400007
4003008	4000399	135	160	46.09999847	24.70000076	29.20000076	1.450000048	0.219999999	0.375550002	0.197200015
4003009	4000399	160	193	47.59999847	32.90000153	19.5	1.450000048	0.119999997	0.307400018	0.142100006
4003074	4000409	0	20	20.29999924	51.20000076	28.5	1.450000048	0.579999983	0.59740001	0.224750012
4003075	4000409	20	38	35.09999847	50.70000076	14.19999981	1.450000048	0.629999995	0.33495003	0.082649998
4003076	4000409	38	69	29.60000038	44.59999847	25.79999924	1.450000048	0.270000011	0.320450008	0.139200017
4003077	4000409	69	97	29.79999924	48.20000076	22	1.450000048	0.150000006	0.398750007	0.129050002
4003078	4000409	97	127	34.20000076	44.70000076	21.10000038	1.450000048	0.079999998	0.320450008	0.120350011
4003079	4000409	127	147	34.20000076	44.70000076	21.10000038	1.450000048	0.090000004	0.2755	0.116000004
4003080	4000410	0	25	34.29999924	49.40000153	16.29999924	1.450000048	3.230000019	0.44659999	0.150800005
4003081	4000410	25	36	39.59999847	45.29999924	15.10000038	1.450000048	0.270000011	0.250849992	0.071050003
4003082	4000410	36	56	33.29999924	42.5	24.20000076	1.450000048	0.159999996	0.28275001	0.140650004
4003083	4000410	56	81	34.09999847	42.79999924	23.10000038	1.450000048	0.129999995	0.287099987	0.142100006
4003084	4000410	81	109	35.40000153	42.40000153	22.20000076	1.450000048	0.079999998	0.285650015	0.127600014
4003085	4000410	109	137	38.29999924	43.09999847	18.60000038	1.450000048	0.119999997	0.247950017	0.104400001
4003086	4000411	0	8	15.80000019	52.90000153	31.29999924	1.450000048	0.899999976	0.752550066	0.330599993
4003087	4000411	8	23	30.5	44.59999847	24.89999962	1.450000048	2.589999914	0.421950012	0.200100005
4003088	4000411	23	30	42.70000076	39.09999847	18.20000076	1.450000048	0.25	0.256650031	0.091350004
4003089	4000411	30	56	38.29999924	38.59999847	23.10000038	1.450000048	0.159999996	0.274049997	0.129050002
4003090	4000411	56	76	35.90000153	38.09999847	26	1.450000048	0.100000001	0.294349998	0.158050001
4003091	4000411	76	99	35.29999924	39.29999924	25.39999962	1.450000048	0.100000001	0.292900026	0.152250007
4003092	4000411	99	122	34.29999924	39.90000153	25.79999924	1.450000048	0.109999999	0.300150007	0.150800005
4003093	4000411	122	142	33.79999924	39.90000153	26.29999924	1.450000048	0.100000001	0.272599995	0.145000011
4003118	4000416	0	13	51.59999847	42.20000076	6.199999809	1.450000048	4.110000134	0.423400015	0.131950006
4003119	4000416	13	15	49.5	45.40000153	5.099999905	1.450000048	0.879999995	0.346550018	0.052200001
4003120	4000416	15	28	65.69999695	27.70000076	6.599999905	1.450000048	1.610000014	0.372650027	0.155149996
4003121	4000416	28	38	62.59999847	35.09999847	2.299999952	1.450000048	0.319999993	0.207350016	0.050750002
4003122	4000416	38	48	48.29999924	50.29999924	1.399999976	1.450000048	0.180000007	0.252299994	0.036250003
4003123	4000416	48	81	45.79999924	51.79999924	2.400000095	1.450000048	0.07	0.23345001	0.021750001
4003154	4000422	0	20	28.20000076	55.29999924	16.5	1.24000001	2.24000001	0.410439998	0.119040005
4003155	4000422	20	28	29.70000076	58.29999924	12	1.440000057	0.839999974	0.388800025	0.10368
4003156	4000422	28	41	31	56.20000076	12.80000019	1.580000043	0.340000004	0.298620015	0.102700002
4003157	4000422	41	48	28.20000076	55.5	16.29999924	1.659999967	0.25	0.315400004	0.122840002
4003158	4000422	48	69	47.5	44.20000076	8.300000191	1.700000048	0.140000001	0.283900023	0.079899997
4003159	4000422	69	91	44.40000153	45.20000076	10.39999962	1.779999971	0.119999997	0.270559996	0.072979994
4003160	4000422	91	119	36.09999847	51	12.89999962	1.919999957	0.079999998	0.289920002	0.076799996
4003161	4000422	119	152	38	49.29999924	12.69999981	1.860000014	0.100000001	0.286439985	0.07626
4003163	4000423	0	25	22.70000076	63.79999924	13.5	1.100000024	3.160000086	0.439999998	0.116600007
4003164	4000423	25	41	22.29999924	66.19999695	11.5	1.24000001	1.480000019	0.417879999	0.089279994
4003165	4000423	41	53	31.39999962	58.5	10.10000038	1.679999948	0.25999999	0.324239969	0.06216
4003166	4000423	53	81	23.60000038	64.30000305	12.10000038	1.75999999	0.189999998	0.343199998	0.066880003
4003167	4000423	81	102	16.89999962	67.5	15.60000038	1.74000001	0.140000001	0.349739999	0.093960002
4003168	4000423	102	122	16.39999962	69	14.60000038	1.75999999	0.100000001	0.341439992	0.072159998
4003169	4000423	122	152	20.5	65.19999695	14.30000019	1.779999971	0.100000001	0.343539983	0.069420002
4003174	4000424	0	20	78.19999695	18.29999924	3.5	1.450000048	0.899999976	0.13485001	0.043500002
4003175	4000424	20	33	74.5	22.29999924	3.200000048	1.450000048	0.449999988	0.150800005	0.043500002
4003176	4000424	33	61	77.80000305	19.5	2.700000048	1.450000048	0.270000011	0.120350011	0.034800004
4003177	4000424	61	74	83.30000305	15.39999962	1.299999952	1.450000048	0.159999996	0.060899999	0.046400003
4003178	4000424	74	104	93.19999695	6	0.800000012	1.450000048	0.059999999	0.030449999	0.01015
4003182	4000425	0	20	76.5	20.20000076	3.299999952	1.450000048	0.810000002	0.13775	0.043500002
4003183	4000425	20	36	77.59999847	19.79999924	2.599999905	1.450000048	0.270000011	0.149350002	0.031900004
4003184	4000425	36	53	83.80000305	14.39999962	1.799999952	1.450000048	0.140000001	0.110200003	0.020300001
4003185	4000425	53	63	88.30000305	10	1.700000048	1.450000048	0.07	0.078300007	0.015950002
4003186	4000425	63	112	96.5	2.599999905	0.899999976	1.450000048	0.029999999	0.0261	0.01015
4003187	4000425	112	142	90.5	9	0.5	1.450000048	0.02	0.034800004	0.01305
4003236	4000431	0	20	71.59999847	23.5	4.900000095	1.450000048	2.109999895	0.18705	0.084100008
4003237	4000431	20	28	72.30000305	23.60000038	4.099999905	1.450000048	0.769999981	0.163850009	0.050750002
4003238	4000431	28	38	80.09999847	17.60000038	2.299999952	1.450000048	0.349999994	0.101500005	0.033349998
4003239	4000431	38	46	81.30000305	16.5	2.200000048	1.450000048	0.219999999	0.097149998	0.027550001
4003240	4000431	46	61	78.19999695	19.89999962	1.899999976	1.450000048	0.159999996	0.127600014	0.023200002
4003241	4000431	61	76	67.59999847	28.39999962	4	1.450000048	0.119999997	0.200100005	0.027550001
4003242	4000431	76	91	67.19999695	25.39999962	7.400000095	1.450000048	0.059999999	0.159500003	0.031900004
4003243	4000432	0	20	67	25.79999924	7.199999809	1.450000048	3.140000105	0.265349984	0.116000004
4003244	4000432	20	33	67.40000153	25.60000038	7	1.450000048	0.360000014	0.153700009	0.053650003
4003245	4000432	33	48	67.30000305	26.79999924	5.900000095	1.450000048	0.239999995	0.172549993	0.039150003
4003246	4000432	48	66	64.19999695	29.10000038	6.699999809	1.450000048	0.209999993	0.17400001	0.040600002
4003247	4000432	66	94	70.69999695	25.39999962	3.900000095	1.450000048	0.219999999	0.149350002	0.024650002
4003264	4000435	0	20	81.5	14.39999962	4.099999905	1.450000048	0.970000029	0.149350002	0.050750002
4003265	4000435	20	36	82.40000153	13.39999962	4.199999809	1.450000048	0.300000012	0.121799998	0.040600002
4003266	4000435	36	61	97.19999695	1.399999976	1.399999976	1.450000048	0.07	0.047850002	0.018850001
4003267	4000435	61	0	98.5	0.899999976	0.600000024	1.450000048	0.029999999	0.021750001	0.011600001
4003274	4000437	18	38	61	36.79999924	2.200000048	1.450000048	1	0.175450012	0.055100001
4003275	4000437	38	58	63.20000076	34.79999924	2	1.450000048	0.689999998	0.1479	0.043500002
4003276	4000437	58	86	65.69999695	32.20000076	2.099999905	1.450000048	0.660000026	0.136299998	0.040600002
4003277	4000437	86	107	75.19999695	23.5	1.299999952	1.450000048	0.059999999	0.078300007	0.008700001
4003280	4000438	25	43	60.70000076	35.59999847	3.700000048	1.450000048	1.25	0.23345001	0.069600008
4003281	4000438	43	63	69.09999847	28.39999962	2.5	1.450000048	0.649999976	0.146450013	0.046400003
4003282	4000438	63	84	63.59999847	34.09999847	2.299999952	1.450000048	0.289999992	0.131950006	0.030449999
4003283	4000438	84	119	78	21.10000038	0.899999976	1.450000048	0.079999998	0.068149999	0.008700001
4003284	4000439	0	18	38.5	47.79999924	13.69999981	1.320000052	2.170000076	0.234960005	0.124080002
4003285	4000439	18	30	33.79999924	53.40000153	12.80000019	1.419999957	0.600000024	0.326599985	0.085199997
4003286	4000439	30	48	40.79999924	46.5	12.69999981	1.570000052	0.300000012	0.306150019	0.089489996
4003287	4000439	48	66	47.59999847	43	9.399999619	1.669999957	0.209999993	0.263859987	0.07181
4003288	4000439	66	81	52.40000153	40.29999924	7.300000191	1.659999967	0.119999997	0.242359996	0.059759997
4003289	4000439	81	112	47.90000153	42.70000076	9.399999619	1.809999943	0.180000007	0.257019997	0.077830002
4003290	4000439	112	140	47.29999924	40.5	12.19999981	1.870000005	0.100000001	0.297329992	0.0748
4003291	4000440	0	23	46.90000153	41.70000076	11.39999962	1.419999957	1.700000048	0.312399983	0.088039994
4003292	4000440	23	36	60.70000076	33.29999924	6	1.779999971	0.360000014	0.222499996	0.0623
4003293	4000440	36	48	58.5	34.40000153	7.099999905	1.860000014	0.25	0.230639994	0.06696
4003294	4000440	48	66	59.29999924	32.40000153	8.300000191	1.779999971	0.200000003	0.245639995	0.078319997
4003295	4000440	66	79	75.09999847	19.10000038	5.800000191	1.75999999	0.270000011	0.205919996	0.065119997
4003296	4000440	79	112	47.79999924	43.90000153	8.300000191	1.620000005	0.119999997	0.275400013	0.064800002
4003297	4000440	112	157	40.20000076	49.40000153	10.39999962	1.870000005	0.100000001	0.306679994	0.078539997
4003325	4000445	0	30	48.70000076	38.70000076	12.60000038	1.450000048	2.430000067	0.327700019	0.127600014
4003326	4000445	30	46	48.59999847	42.79999924	8.600000381	1.450000048	1.200000048	0.285650015	0.104400001
4003328	4000445	46	58	49.90000153	35.5	14.60000038	1.450000048	0.25	0.290000021	0.105850004
4003329	4000445	58	66	48.90000153	35.5	15.60000038	1.450000048	0.280000001	0.240700006	0.111649998
4003330	4000445	66	84	45.09999847	36	18.89999962	1.450000048	0.100000001	0.214600012	0.098600008
4003331	4000445	84	0	44.20000076	36.5	19.29999924	1.450000048	0.129999995	0.229100004	0.116000004
4003332	4000446	0	25	54.59999847	39	6.400000095	1.450000048	1.029999971	0.211700007	0.059450001
4003333	4000446	25	43	56.79999924	39.90000153	3.299999952	1.450000048	0.239999995	0.200100005	0.046400003
4003334	4000446	43	61	75.5	22.10000038	2.400000095	1.450000048	0.119999997	0.113100007	0.029000001
4003335	4000446	61	79	83.59999847	14	2.400000095	1.450000048	0.079999998	0.071050003	0.021750001
4003365	4000450	0	18	54.20000076	36.5	9.300000191	1.440000057	2.089999914	0.316799998	0.097920008
4003366	4000450	18	28	54.90000153	35.20000076	9.899999619	1.720000029	0.360000014	0.280359983	0.075680003
4003367	4000450	28	53	51.59999847	35.09999847	13.30000019	1.820000052	0.209999993	0.23842001	0.098280005
4003368	4000450	53	86	56	33.09999847	10.89999962	1.799999952	0.129999995	0.223199993	0.081
4003369	4000450	86	122	49	41	10	1.679999948	0.100000001	0.225119993	0.073919997
4003370	4000450	122	170	50.90000153	30.29999924	18.79999924	1.74000001	0.079999998	0.259259999	0.069600001
4003372	4000451	0	13	61.79999924	30.60000038	7.599999905	1.450000048	4.050000191	0.362500012	0.131950006
4003373	4000451	13	25	65.19999695	32.09999847	2.700000048	1.450000048	0.419999987	0.189950019	0.039150003
4003374	4000451	25	61	67.09999847	30.20000076	2.700000048	1.450000048	0.059999999	0.146450013	0.024650002
4003375	4000451	61	69	83.40000153	14.39999962	2.200000048	1.450000048	0.059999999	0.08845	0.021750001
4003376	4000451	69	99	85.59999847	12	2.400000095	1.450000048	0.039999999	0.085550003	0.023200002
4003377	4000451	99	132	84.40000153	14.19999981	1.399999976	1.450000048	0.02	0.071050003	0.011600001
4003378	4000452	0	20	27.60000038	50.5	21.89999962	1.169999957	2.690000057	0.405990005	0.131039992
4003379	4000452	20	38	27.70000076	49.40000153	22.89999962	1.679999948	0.400000006	0.30911997	0.12935999
4003380	4000452	38	56	27.10000038	49.90000153	23	1.889999986	0.270000011	0.298620015	0.151199996
4003381	4000452	56	89	26.10000038	48.79999924	25.10000038	1.860000014	0.170000002	0.303179979	0.163680002
4003382	4000452	97	119	24	50.5	25.5	1.820000052	0.140000001	0.318500012	0.151060015
4003383	4000452	119	152	24.29999924	50.29999924	25.39999962	1.820000052	0.129999995	0.323960006	0.154700011
4003385	4000453	0	18	31.70000076	53.20000076	15.10000038	1.210000038	1.840000033	0.428340018	0.093170002
4003386	4000453	18	38	20.29999924	60.20000076	19.5	1.789999962	0.289999992	0.331149995	0.130669996
4003387	4000453	38	61	21.20000076	59.90000153	18.89999962	1.679999948	0.189999998	0.317519993	0.102479994
4003388	4000453	61	81	17	63.5	19.5	1.75999999	0.150000006	0.348479986	0.107359998
4003389	4000453	81	104	27.39999962	52.29999924	20.29999924	1.840000033	0.119999997	0.310959995	0.117760003
4003390	4000453	104	130	27.39999962	51.79999924	20.79999924	1.860000014	0.100000001	0.316199988	0.117180005
4003393	4000454	0	20	70.40000153	25.5	4.099999905	1.450000048	1.99000001	0.218950018	0.060899999
4003394	4000454	20	41	47.90000153	45.70000076	6.400000095	1.450000048	0.680000007	0.276950002	0.069600008
4003395	4000454	41	53	46.70000076	47.20000076	6.099999905	1.450000048	0.370000005	0.263900012	0.060899999
4003396	4000454	53	69	67	31.10000038	1.899999976	1.450000048	0.200000003	0.146450013	0.029000001
4003397	4000454	69	86	79.30000305	19	1.700000048	1.450000048	0.340000004	0.131950006	0.037700001
4003398	4000454	86	97	90.30000305	8.800000191	0.899999976	1.450000048	0.200000003	0.047850002	0.0174
4003401	4000455	0	10	50.09999847	38	11.89999962	0.839999974	6.539999962	0.391439974	0.135240003
4003402	4000455	10	25	51.59999847	37.5	10.89999962	0.939999998	3.140000105	0.364719987	0.090240002
4003403	4000455	25	46	57.29999924	33.59999847	9.100000381	1.159999967	1.639999986	0.361919999	0.082359999
4003408	4000456	0	3	63.59999847	29.5	6.900000095	0.879999995	5.820000172	0.205919996	0.119680002
4003409	4000456	3	13	62.70000076	30.70000076	6.599999905	0.939999998	3.460000038	0.25661999	0.105279997
4003410	4000456	13	28	65	29.39999962	5.599999905	1.059999943	1.980000019	0.227899984	0.095399998
4003419	4000458	25	51	60.90000153	34.09999847	5	1.450000048	0.49000001	0.246500015	0.065250002
4003420	4000458	51	74	67	28.60000038	4.400000095	1.450000048	0.239999995	0.211700007	0.042050004
4003421	4000458	74	91	69.5	26.10000038	4.400000095	1.450000048	0.150000006	0.207350016	0.040600002
4003422	4000458	91	107	76.69999695	20.70000076	2.599999905	1.450000048	0.02	0.140650004	0.031900004
4003501	4000469	0	18	77.30000305	20.70000076	2	1.450000048	2.289999962	0.194299996	0.071050003
4003502	4000469	18	25	78	20.60000038	1.399999976	1.450000048	0.730000019	0.131950006	0.049300004
4003503	4000469	25	46	78	20.10000038	1.899999976	1.450000048	0.49000001	0.114550002	0.037700001
4003504	4000469	46	61	74.69999695	23.79999924	1.5	1.450000048	0.300000012	0.158050001	0.020300001
4003505	4000469	61	71	74.59999847	23.79999924	1.600000024	1.450000048	0.159999996	0.152250007	0.01305
4003506	4000469	71	91	76.40000153	22	1.600000024	1.450000048	0.07	0.142100006	0.01305
4003507	4000469	91	112	76.80000305	21.39999962	1.799999952	1.450000048	0.039999999	0.133400008	0.011600001
4003525	4000472	0	23	62.59999847	35.79999924	1.600000024	1.450000048	1.559999943	0.23635	0.075400002
4003526	4000472	0	33	70.30000305	28.89999962	0.800000012	1.450000048	0.379999995	0.279850006	0.042050004
4003527	4000472	33	61	60.09999847	39	0.899999976	1.450000048	0.319999993	0.208800003	0.031900004
4003528	4000472	61	79	73.80000305	25.70000076	0.5	1.450000048	0.140000001	0.23345001	0.0174
4003529	4000472	79	97	79.19999695	20.20000076	0.600000024	1.450000048	0.109999999	0.143549994	0.015950002
4003530	4000472	97	124	81.59999847	17.79999924	0.600000024	1.450000048	0.079999998	0.224750012	0.015950002
4003531	4000472	124	160	68.40000153	30.79999924	0.800000012	1.450000048	0.059999999	0.245049998	0.015950002
4003533	4000473	0	20	52.20000076	45.79999924	2	1.450000048	1.730000019	0.455300003	0.087000005
4003534	4000473	20	36	40.09999847	58.90000153	1	1.450000048	0.419999987	0.440800011	0.055100001
4003535	4000473	36	51	43.40000153	55.90000153	0.699999988	1.450000048	0.349999994	0.442250013	0.043500002
4003536	4000473	51	76	52.09999847	47.20000076	0.699999988	1.450000048	0.170000002	0.355250001	0.029000001
4003537	4000473	76	119	59	40.29999924	0.699999988	1.450000048	0.079999998	0.24940002	0.0261
4003538	4000473	119	190	91.19999695	8.399999619	0.400000006	1.450000048	0.02	0.092800006	0.0145
4003540	4000474	0	20	81.90000153	16.10000038	2	1.450000048	1.620000005	0.271150023	0.069600008
4003541	4000474	20	30	88.69999695	10.69999981	0.600000024	1.450000048	0.270000011	0.110200003	0.034800004
4003542	4000474	30	43	90.5	9	0.5	1.450000048	0.209999993	0.072500005	0.020300001
4003559	4000477	0	8	47.59999847	39.29999924	13.10000038	1.450000048	2.700000048	0.474150032	0.191400006
4003560	4000477	8	15	47.29999924	39.79999924	12.89999962	1.450000048	2.019999981	0.358150035	0.118900001
4003561	4000477	15	28	53.20000076	35.70000076	11.10000038	1.450000048	1.210000038	0.362500012	0.113100007
4003562	4000477	28	43	68.40000153	23.20000076	8.399999619	1.450000048	0.25999999	0.17400001	0.055100001
4003563	4000477	43	61	19.39999962	48.70000076	31.89999962	1.450000048	0.159999996	0.292900026	0.105850004
4003564	4000477	61	79	3.599999905	50.79999924	45.59999847	1.450000048	0.140000001	0.355250001	0.143549994
4003565	4000477	79	94	2.5	55.29999924	42.20000076	1.450000048	0.129999995	0.40745002	0.095700003
4003607	4000483	20	28	47	47.09999847	5.900000095	1.450000048	1.600000024	0.355250001	0.069600008
4003608	4000483	28	46	52.09999847	44.09999847	3.799999952	1.450000048	0.75	0.284200013	0.047850002
4003609	4000483	46	53	62.40000153	34.79999924	2.799999952	1.450000048	0.159999996	0.176899999	0.024650002
4003610	4000483	53	71	52.59999847	41	6.400000095	1.450000048	0.100000001	0.216049999	0.046400003
4003611	4000483	71	94	54.59999847	38.59999847	6.800000191	1.450000048	0.090000004	0.220400006	0.044950001
4003612	4000483	94	117	52.40000153	41.59999847	6	1.450000048	0.090000004	0.23635	0.047850002
4003620	4000485	0	18	45.40000153	47.5	7.099999905	0.939999998	4.300000191	0.447439998	0.121259995
4003621	4000485	18	23	45.09999847	50.79999924	4.099999905	0.980000019	2.390000105	0.405720025	0.092119999
4003622	4000485	23	43	46.70000076	49.5	3.799999952	1.129999995	1.120000005	0.355949998	0.059890002
4003623	4000485	43	58	41.59999847	48.59999847	9.800000191	1.919999957	0.119999997	0.261119992	0.078719996
4003624	4000485	58	74	35.29999924	47.79999924	16.89999962	1.730000019	0.100000001	0.280260026	0.119370006
