Code    Description        Theta_r    Theta_s    Alpha      N          Ks         Ko         L          
                           cm3/cm3    cm3/cm3    1/cm       no units   cm/day     cm/day     no units   
382      0                  0.04234    0.38748    0.02896    1.45395   47.90378   16.50037   -0.94668 
382      1                  0.04234    0.38748    0.02896    1.45395   47.90378   16.50037   -0.94668 
382      2                  0.04234    0.38748    0.02896    1.45395   47.90378   16.50037   -0.94668 
382      3                  0.06704    0.40781    0.02208    1.35692   20.32878    7.82796   -1.16710 
382      4                  0.08482    0.43477    0.02331    1.25971   16.30024    6.23859   -1.90198 
382      5                  0.08482    0.43477    0.02331    1.25971   16.30024    6.23859   -1.90198 
382      6                  0.08482    0.43477    0.02331    1.25971   16.30024    6.23859   -1.90198 
