doi,lat,lng,HWSD_soil,slate_weather,topsoil_texture,landcover,growing_degree_days,soil_depth,old_elevation,new_elevation,africa_sis_sca,africa_sis_twi,slope,precipitation,aridity_index,country,aspect,worldkgeiger,fao_lgp,cereals_suitability_low_input,cereals_suitability_hight_input,namibia_slope (%),namibia_slope_reclassofied,namibia_plane_curvature,namibia_profile_curvature,namibia_dem,namibia_curvature
anku11,-18.45580413,14.71493291,18608,155909,13,51,5469,40,1140,1140,92,14,0,362,1985,516,27,6,4,6,6,0.606922209,1,-0.011650708,0.011650708,1140,-0.023301415
anku12,-18.43128928,14.70804411,18608,155909,13,51,5469,40,1136,1141,92,14,0,363,1989,516,45,6,4,6,6,0.767702639,1,-0.005825354,0.017476061,1139,-0.023301415
anku13,-18.41233931,14.71817072,18608,155909,13,51,5469,40,1133,1133,93,14,0,366,2005,516,288,6,4,6,6,0.791329741,1,0.011650708,-0.023301415,1134,0.034952123
anku21,-18.54891083,14.83038414,18608,156629,13,51,5345,40,1128,1129,92,14,0,362,1965,516,45,6,4,6,6,0.767702639,1,0.009320566,-0.025631556,1129,0.034952123
anku22,-18.59515121,14.81694502,18608,156629,13,51,5345,40,1134,1134,5194,19,0,357,1943,516,135,6,4,6,6,0.19192566,1,0,0,1134,0
anku23,-18.53939995,14.80261534,18608,156629,13,51,5345,40,1132,1133,93,13,0,361,1965,516,34,6,4,6,6,1.033551335,1,0.011650708,0,1133,0.011650708
dum11,-18.22814984,20.89454429,18606,155921,13,43,6340,40,1086,1087,92,14,0,579,3139,516,90,6,5,5,4,0.542847753,1,0,-0.011650708,1087,0.011650708
dum12,-18.24291704,20.84463559,18606,155921,13,58,6340,40,1086,1086,184,15,0,579,3131,516,0,6,5,5,4,0,1,0,0,1086,-0.023301415
dum13,-18.26074674,20.84848874,18606,155921,13,43,6340,40,1088,1087,12057,19,0,577,3129,516,352,6,5,5,4,0.691997826,1,0,-0.011650708,1087,0.011650708
dum21,-18.21306529,20.92505186,18687,155921,13,43,6340,40,1084,1084,276,16,0,580,3145,516,180,6,5,5,3,0.271423876,1,0,0,1084,0
dum22,-18.19710494,20.93105123,18687,155921,13,43,6340,40,1084,1084,92,15,0,583,3154,516,18,6,5,5,3,0.38385132,1,0.017476061,-0.005825354,1084,0.023301415
dum23,-18.17759748,20.9582841,18687,155921,13,43,6340,40,1083,1083,65,15,0,582,3157,516,45,6,5,5,3,0,1,0,0,1084,0.04660283
ela11,-18.44082773,15.63707187,18614,155911,13,51,6277,40,1098,1100,93,13,0,414,2145,516,121,6,4,6,6,1.085695505,1,0,0.011650708,1100,-0.011650708
ela12,-18.47226547,15.63046133,18614,155911,13,51,6277,40,1105,1106,93,14,0,412,2140,516,121,6,4,6,6,0.814271629,1,0.023301415,0,1107,0.023301415
ela13,-18.44918747,15.66105864,18614,155911,13,51,6277,40,1100,1101,93,15,0,415,2147,516,225,6,4,6,6,0.429158807,1,0,0,1101,0.023301415
ela21,-18.48180513,15.5130841,18614,155911,13,51,6277,40,1100,1101,12348,36,0,404,2103,516,45,6,4,6,6,0,1,0,0,1101,0
ela22,-18.46838984,15.52182763,18614,155911,13,51,6277,40,1098,1101,184,36,0,406,2113,516,0,6,4,6,6,0,1,0,0,1101,0
ela23,-18.47435811,15.53182948,18614,155911,13,51,6277,40,1097,1101,184,36,0,407,2112,516,0,6,4,6,6,0,1,0,0,1101,0
eten11,-18.36074354,19.06423737,18615,155918,13,43,6328,40,1166,1167,93,15,0,533,2865,516,225,6,5,5,4,0.271423876,1,0,-0.011650708,1167,0.011650708
eten12,-18.35775075,19.05859678,18615,155918,13,43,6328,40,1165,1166,92,15,0,533,2862,516,0,6,5,5,4,0,1,0,0,1166,0
eten13,-18.33525104,19.12178576,18615,155918,13,94,6328,40,1166,1166,556,15,0,535,2876,516,0,6,5,5,3,0.542847753,1,0,0.011650708,1166,-0.011650708
eten21,-18.25534305,19.07051027,18615,155918,13,43,6328,40,1159,1159,184,16,0,535,2860,516,225,6,5,5,4,0.19192566,1,0,0,1159,0
eten22,-18.25307156,18.99160902,18615,155917,13,94,6369,40,1162,1162,93,36,0,537,2873,516,45,6,5,5,3,0.19192566,1,0,0,1162,0
eten23,-18.2721318,19.02135105,18615,155918,13,94,6328,40,1160,1160,92,14,0,536,2869,516,211,6,5,5,4,0.19192566,1,0,0,1159,-0.023301415
ethi11,-18.46411593,14.70039395,18608,155909,13,51,5469,40,1145,1145,92,14,0,362,1985,516,297,6,4,6,6,0.959628284,1,0.011650708,0,1145,0.011650708
ethi12,-18.49276327,14.70430676,18608,155909,13,51,5469,40,1147,1147,65,36,0,358,1968,516,0,6,4,6,6,0,1,0,0,1147,0
ethi13,-18.49592858,14.74857182,18608,155909,13,51,5469,40,1140,1141,276,14,0,361,1975,516,209,6,4,6,6,1.167438149,1,0.01631099,-0.018641133,1141,0.034952123
ethi21,-18.47683749,14.58677619,18608,155909,13,51,5469,40,1161,1162,92,14,0,350,1943,516,342,6,4,6,6,0.38385132,1,0.023301415,-0.034952123,1163,0.058253538
ethi22,-18.45426689,14.583291,18608,155909,13,51,5469,40,1166,1166,461,16,0,352,1955,516,342,6,4,6,6,0.429158807,1,0.008738031,-0.014563384,1166,0.023301415
ethi23,-18.47400069,14.58081574,18608,155909,13,51,5469,40,1165,1163,92,13,0,351,1951,516,207,6,4,6,6,0.767702639,1,0.023301415,0,1164,0.023301415
eya11,-18.17394093,14.25687421,18681,155908,13,51,4888,40,1222,1220,4699,19,0,349,2006,516,315,6,5,6,5,0.19192566,1,0,0,1220,-0.023301415
eya12,-18.16378507,14.20368674,18681,155908,13,51,4888,40,1241,1242,276,15,0,347,2008,516,8,6,5,6,5,0.575776994,1,0.014563384,-0.008738031,1243,0.023301415
eya13,-18.15964498,14.20080029,18681,155908,13,51,4888,40,1241,1242,1290,16,0,347,2008,516,135,6,5,6,5,0.691997826,1,0,0.011650708,1242,-0.011650708
eya21,-18.10655425,14.21329972,18681,155908,13,51,4888,40,1240,1238,65,13,0,351,2030,516,135,6,5,6,5,1.357119322,1,0.029126769,-0.017476061,1240,0.04660283
eya22,-18.08726664,14.24430228,18681,155908,13,51,4888,40,1231,1231,92,15,0,354,2036,516,135,6,5,6,5,0.575776994,1,-0.002912677,-0.002912677,1231,0
eya23,-18.06392599,14.237688,18681,155908,13,51,4888,40,1226,1230,65,13,0,356,2047,516,11,6,5,6,5,1.899967074,1,0.023301415,0,1228,0.023301415
itsa11,-18.48704635,14.95509428,18614,155909,13,51,5469,40,1122,1122,835,36,0,375,2010,516,0,6,4,6,6,0,1,0,0,1122,0
itsa12,-18.48583007,14.99878317,18614,155909,13,51,5469,40,1123,1122,915,17,0,378,2025,516,63,6,4,6,6,0.606922209,1,-0.011650708,0.011650708,1122,-0.023301415
itsa13,-18.50860672,15.01321314,18614,156630,13,51,5843,40,1124,1122,15767,20,0,376,2010,516,135,6,4,6,6,0,1,0,0,1122,-0.023301415
itsa21,-18.39077488,14.66839646,18608,155909,13,41,5469,40,1139,1141,93,15,0,363,1996,516,342,6,4,6,6,0.606922209,1,0,-0.011650708,1141,0.011650708
itsa22,-18.37117149,14.69556589,18608,155909,13,51,5469,40,1138,1138,93,15,0,366,2007,516,315,6,4,6,6,0.19192566,1,0,0,1138,0
itsa23,-18.37836476,14.67562591,18608,155909,13,51,5469,40,1139,1140,65,15,0,365,2003,516,297,6,4,6,6,0.575776994,1,0.008738031,0.008738031,1140,0
kaak11,-17.83535409,18.63559529,18615,155197,13,43,6366,40,1129,1130,92,14,0,569,2983,516,11,6,6,5,4,0.606922209,1,0,-0.011650708,1130,0.011650708
kaak12,-17.79892804,18.6136604,18617,155197,13,43,6366,40,1130,1102,92,12,0,574,2981,516,201,6,6,5,4,4.066831589,2,0.014965133,0.038266547,1102,-0.023301415
kaak13,-17.80592596,18.60989799,18617,155197,13,43,6366,40,1111,1121,261,14,0,570,2976,516,308,6,6,5,4,3.285238028,2,-0.001704982,0.009945726,1119,-0.011650708
kaak21,-17.82150184,18.47049513,18615,155196,13,43,6466,40,1133,1133,93,14,0,583,3052,516,135,6,6,5,4,0.691997826,1,-0.014563384,0.008738031,1133,-0.023301415
kaak22,-17.80973309,18.4534174,18615,155196,13,43,6466,40,1136,1133,458,16,0,586,3071,516,0,6,6,5,4,0.542847753,1,0,0.011650708,1133,-0.011650708
kaak23,-17.77209587,18.49467507,18606,155196,13,43,6466,40,1134,1135,92,14,0,588,3076,516,225,6,6,5,4,0.429158807,1,0,0.011650708,1134,-0.011650708
kang11,-17.92969928,18.669133,18615,155197,13,31,6366,40,1140,1139,185,14,0,560,2945,516,67,6,5,5,4,1.167438149,1,0.01631099,-0.018641133,1141,0.034952123
kang12,-17.92975304,18.68385871,18615,155197,13,31,6366,40,1137,1137,131,13,0,559,2935,516,49,6,5,5,4,4.239776611,2,0.003778608,0.003778608,1132,0
kang13,-17.88072012,18.63709392,18615,155197,13,43,6366,40,1128,1128,131,15,0,563,2950,516,211,6,6,5,4,0.575776994,1,0.008738031,-0.014563384,1128,0.023301415
kang21,-17.65461363,18.40412383,18606,155196,13,43,6466,40,1138,1139,65,14,0,610,3172,516,315,6,6,5,4,0.767702639,1,-0.011650708,0.011650708,1138,-0.023301415
kang22,-17.63538577,18.44040994,18606,155196,13,43,6466,40,1136,1139,65,13,0,611,3177,516,135,6,6,5,4,1.167438149,1,0.006990425,-0.004660283,1138,0.011650708
kang23,-17.62491232,18.44139749,18606,155196,13,43,6466,40,1139,1138,1765,36,0,617,3210,516,72,6,6,5,4,0.429158807,1,0,0.011650708,1138,-0.011650708
KANK11,-17.71342257,18.48628616,18606,155196,13,31,6466,40,1135,1135,1106,36,0,598,3117,516,0,6,6,5,4,0.19192566,1,0,0,1135,0
kank12,-17.71274039,18.47550791,18606,155196,13,31,6466,40,1135,1130,19013,18,0,598,3119,516,252,6,6,5,4,2.574952841,2,0.000803497,-0.034148626,1130,0.034952123
KANK13,-17.73608813,18.47716069,18606,155196,13,31,6466,40,1134,1133,196,15,0,594,3094,516,27,6,6,5,4,0.429158807,1,-0.023301415,0.011650708,1133,-0.034952123
Kank22,-17.90044084,18.57433047,18615,155197,13,43,6366,40,1133,1132,92,14,0,568,2978,516,342,6,5,5,4,0.429158807,1,0,-0.011650708,1132,0.011650708
KANK23,-17.86187241,18.58644621,18615,155197,13,43,6366,40,1129,1129,92,13,0,568,2982,516,162,6,6,5,4,0.542847753,1,0,-0.011650708,1130,0.011650708
karo11,-18.01040995,19.28907228,18606,155918,13,43,6328,40,1146,1146,185,15,0,544,2885,516,45,6,5,5,4,0.38385132,1,0,0,1146,0
karo12,-18.01710863,19.29221938,18606,155918,13,43,6328,40,1148,1147,131,14,0,545,2894,516,0,6,5,5,4,0.575776994,1,0.014563384,-0.008738031,1148,0.023301415
karo21,-17.95338585,19.49944603,18606,155198,13,43,6229,40,1131,1130,65,15,0,554,2940,516,90,6,5,5,4,0.38385132,1,0,0.011650708,1130,-0.011650708
karo22,-17.96000635,19.50807002,18606,155199,13,43,6130,40,1130,1133,65,14,0,555,2954,516,9,6,5,6,5,2.311090946,2,0.010252623,-0.001398085,1131,0.011650708
karo23,-17.94661591,19.50681777,18606,155199,13,31,6130,40,1130,1124,93,13,0,556,2934,516,15,6,5,6,5,3.004111767,2,-0.012910244,0.02204188,1124,-0.034952123
kav11,-17.45452064,16.65166114,18612,154473,13,43,6457,40,1136,1138,93,36,0,568,2903,516,0,6,5,6,5,0,1,0,0,1138,0
kav12,-17.45224028,16.65571843,18612,154473,13,43,6457,40,1136,1138,371,16,0,568,2903,516,252,6,5,6,5,0,1,0,0,1138,0
kav13,-17.45013754,16.66193003,18612,154473,13,43,6457,40,1140,1140,93,15,0,568,2905,516,288,6,5,6,5,0.542847753,1,0,0.011650708,1139,-0.011650708
kav21,-17.74467799,16.56120894,18612,155193,13,43,6475,40,1128,1127,93,15,0,530,2723,516,90,6,5,6,5,0.19192566,1,0,0,1127,0
kav22,-17.75083881,16.57144003,18612,155193,13,41,6475,40,1128,1128,92,14,0,529,2718,516,288,6,5,6,5,0.19192566,1,0,0,1128,0
kav23,-17.76125274,16.59611255,18612,155193,13,41,6475,40,1130,1130,93,15,0,530,2724,516,288,6,5,6,5,0.19192566,1,0,0,1130,0.023301415
kaw11,-17.74031518,16.7611979,18612,155193,13,43,6475,40,1134,1134,93,15,0,542,2783,516,108,6,5,6,5,0.767702639,1,-0.005825354,0.017476061,1134,-0.023301415
kaw12,-17.7241122,16.74778084,18612,155193,13,94,6475,40,1138,1137,3203,18,0,543,2790,516,72,6,5,6,5,0.429158807,1,0,0.011650708,1138,-0.011650708
kaw13,-17.45546598,16.60870467,18612,154473,13,43,6457,40,1138,1137,93,14,0,565,2886,516,225,6,5,6,5,0.575776994,1,0.008738031,-0.014563384,1137,0.023301415
kaw21,-17.45777589,16.62980308,18612,154473,13,43,6457,40,1138,1139,464,16,0,567,2911,516,45,6,5,6,5,0.606922209,1,-0.011650708,0.011650708,1139,-0.023301415
kaw22,-17.46606284,16.61428996,18612,154473,13,43,6457,40,1138,1137,93,14,0,564,2882,516,252,6,5,6,5,0.429158807,1,-0.023301415,0.011650708,1137,-0.034952123
kaw23,-17.71884241,16.73852257,18612,155193,13,41,6475,40,1138,1138,92,15,0,543,2791,516,270,6,5,6,5,0.429158807,1,0,-0.011650708,1138,0.011650708
kuy11,-17.49694303,16.70864611,18612,154473,13,43,6457,40,1143,1141,92,14,0,566,2899,516,278,6,5,6,5,0.959628284,1,0,0,1141,0
kuy12,-17.47644511,16.62314205,18612,154473,13,43,6457,40,1137,1138,93,14,0,562,2877,516,124,6,5,6,5,0.691997826,1,0,0,1138,0
kuy13,-17.48163482,16.6644165,18612,154473,13,43,6457,40,1143,1145,92,13,0,564,2892,516,0,6,5,6,5,0.959628284,1,0,0,1144,0
kuy21,-17.72122812,16.43605876,18612,155192,13,43,6460,40,1121,1123,93,15,0,526,2707,516,225,6,5,6,5,0.19192566,1,0,0,1123,0.04660283
kuy22,-17.73438676,16.42730223,18612,155192,13,43,6460,40,1121,1122,92,14,0,524,2695,516,198,6,5,6,5,0.575776994,1,0.014563384,-0.008738031,1122,0.023301415
kuy23,-17.75684372,16.46328489,18612,155192,13,43,6460,40,1121,1120,92,15,0,524,2695,516,72,6,5,6,5,0.429158807,1,0.023301415,-0.011650708,1121,0.034952123
MAN11,-17.98683412,20.13993933,18606,155200,13,43,6156,40,1094,1095,3409,19,0,573,3060,516,349,6,5,5,4,0.691997826,1,0.002912677,0.002912677,1094,0
MAN12,-18.0128727,20.18525151,18606,155920,13,43,6346,40,1108,1108,92,14,0,576,3083,516,90,6,5,5,4,0.542847753,1,0,-0.011650708,1108,0.011650708
MAN13,-18.02318035,20.17901393,18606,155920,13,94,6346,40,1106,1107,92,14,0,575,3076,516,108,6,5,5,4,0.271423876,1,0,0,1108,0.04660283
MAN21,-17.99989181,20.05612724,18606,155200,13,31,6156,40,1095,1096,7280,19,0,572,3052,516,0,6,5,5,4,0.691997826,1,0,0.011650708,1096,-0.011650708
MAN22,-17.99395424,20.03202745,18606,155200,13,43,6156,40,1101,1099,65535,36,0,574,3056,516,18,6,5,5,4,0.542847753,1,0,0.011650708,1099,-0.011650708
MAN23,-18.00758574,20.02346699,18606,155920,13,94,6346,40,1103,1103,92,15,0,572,3047,516,18,6,5,5,4,0.575776994,1,-0.014563384,0.008738031,1102,-0.023301415
map11,-18.22722948,19.01402696,18615,155918,13,94,6328,40,1161,1162,649,16,0,537,2870,516,288,6,5,5,4,0.429158807,1,0,0.011650708,1162,-0.011650708
map12,-18.2178042,19.02725184,18615,155918,13,94,6328,40,1160,1159,327,16,0,537,2870,516,45,6,5,5,4,0.38385132,1,0,0,1159,0
map13,-18.23304399,19.06458228,18615,155918,13,94,6328,40,1157,1157,27823,20,0,535,2864,516,108,6,5,5,4,0.542847753,1,0,0.011650708,1157,-0.011650708
map21,-18.37741018,19.02992697,18615,155918,13,43,6328,40,1168,1168,93,15,0,532,2864,516,18,6,5,5,4,0,1,0,0,1168,0
map22,-18.37029959,18.99601603,18615,155917,13,43,6369,40,1168,1168,131,15,0,533,2872,516,180,6,5,5,4,0.542847753,1,0,0.011650708,1168,-0.011650708
map23,-18.33148943,19.01574265,18615,155918,13,94,6328,40,1165,1165,1566,18,0,533,2860,516,252,6,5,5,4,0.429158807,1,0,0.011650708,1165,-0.011650708
11-Mar,-17.7592716,18.7041819,18606,155197,13,43,6366,40,1125,1125,131,16,0,565,2951,516,270,6,6,5,4,0.271423876,1,-0.023301415,0.011650708,1125,-0.034952123
12-Mar,-17.74643887,18.65669862,18606,155197,13,31,6366,40,1130,1131,65,14,0,571,2983,516,101,6,6,5,4,0.575776994,1,0.014563384,-0.008738031,1132,0.023301415
13-Mar,-17.7469838,18.65738591,18606,155197,13,31,6366,40,1130,1131,65,14,0,571,2983,516,162,6,6,5,4,0.606922209,1,0,0.011650708,1131,-0.011650708
21-Mar,-17.82435436,18.76172372,18606,155197,13,43,6366,40,1124,1126,92,14,0,559,2934,516,315,6,6,5,3,0.429158807,1,0,0.011650708,1125,-0.011650708
22-Mar,-17.82522118,18.75318223,18617,155197,13,43,6366,40,1127,1127,65,14,0,560,2927,516,18,6,6,5,3,0.959628284,1,0,0,1127,0
23-Mar,-17.81405332,18.74382025,18606,155197,13,43,6366,40,1128,1128,278,15,0,560,2938,516,45,6,6,5,4,0.791329741,1,-0.008738031,0.014563384,1127,-0.023301415
nash11,-17.81846692,16.91620401,18612,155193,13,43,6475,40,1139,1139,92,14,0,542,2785,516,45,6,5,6,5,0.19192566,1,0,0,1139,0
nash12,-17.82011922,16.91512011,18612,155193,13,43,6475,40,1139,1139,1503,18,0,542,2785,516,135,6,5,6,5,0.38385132,1,-0.023301415,0.011650708,1139,-0.034952123
nash13,-17.83171896,16.88579118,18612,155193,13,43,6475,40,1138,1138,65,14,0,539,2771,516,45,6,5,6,5,0.691997826,1,0.011650708,0,1138,0.011650708
nash21,-17.90964605,16.76125694,18612,155193,13,41,6475,40,1133,1133,185,14,0,523,2691,516,225,6,5,6,5,0.606922209,1,-0.023301415,0.023301415,1133,-0.04660283
nash22,-17.8990592,16.76699089,18612,155193,13,41,6475,40,1133,1133,556,17,0,527,2710,516,18,6,5,6,5,0.19192566,1,0,0,1133,0
nash23,-17.91672836,16.80010121,18612,155193,13,41,6475,40,1131,1133,65,15,0,526,2708,516,0,6,5,6,5,0.429158807,1,0.023301415,-0.011650708,1133,0.034952123
ndak11,-17.39284062,16.74119049,18612,154473,13,43,6457,40,1146,1145,184,15,0,578,2953,24,297,6,5,5,4,0.575776994,1,0.014563384,-0.008738031,1146,0.023301415
ndak12,-17.40432479,16.74363899,18612,154473,13,43,6457,40,1145,1145,261,16,0,577,2948,516,315,6,5,5,4,0.271423876,1,0.023301415,-0.011650708,1146,0.034952123
ndak13,-17.40835487,16.7404962,18612,154473,13,43,6457,40,1146,1148,92,15,0,575,2939,516,315,6,5,5,4,0.814271629,1,0,0,1147,0
ndak21,-17.7046546,16.82452594,18612,155193,13,43,6475,40,1138,1139,92,15,0,548,2814,516,0,6,5,6,5,0.606922209,1,0.011650708,-0.011650708,1139,0.023301415
ndak22,-17.70576788,16.82837857,18612,155193,13,43,6475,40,1139,1139,131,15,0,548,2814,516,198,6,5,6,5,0.978632689,1,-0.009320566,0.002330142,1138,-0.011650708
ndak23,-17.6867847,16.81179371,18612,155193,13,43,6475,40,1138,1139,92,15,0,550,2824,516,225,6,5,6,5,0.19192566,1,0,0,1139,0.023301415
nele11,-17.83229975,16.96356732,18612,155193,13,43,6475,40,1142,1143,92,14,0,544,2799,516,288,6,5,6,5,0.19192566,1,0,0,1142,0
nele12,-17.83201175,16.98316011,18612,155193,13,43,6475,40,1142,1143,92,15,0,545,2806,516,315,6,5,6,5,0,1,0,0,1143,0
nele13,-17.82604253,16.98585827,18612,155193,13,43,6475,40,1142,1143,93,15,0,545,2806,516,0,6,5,6,5,0.271423876,1,0,0,1143,0
nele21,-17.9626732,16.78181341,18612,155193,13,41,6475,40,1131,1131,1700,17,0,521,2674,516,243,6,5,6,5,0.606922209,1,0,0.011650708,1131,-0.011650708
nele22,-17.97445931,16.78413067,18612,155193,13,41,6475,40,1131,1131,65,15,0,520,2676,516,72,6,5,6,5,0.429158807,1,0,-0.011650708,1131,0.011650708
nele23,-17.97619249,16.78208571,18612,155193,13,41,6475,40,1130,1130,3317,18,0,519,2673,516,72,6,5,6,5,0.542847753,1,0,0.011650708,1130,-0.011650708
ngh11,-17.52069817,16.69542295,18612,155193,13,43,6475,40,1141,1140,3432,18,0,561,2873,516,252,6,5,6,5,0.271423876,1,0.023301415,-0.011650708,1141,0.034952123
ngh12,-17.53474527,16.67021604,18612,155193,13,43,6475,40,1139,1140,92,14,0,559,2862,516,315,6,5,6,5,0.429158807,1,0,-0.011650708,1140,0.011650708
ngh13,-17.52787202,16.68586915,18612,155193,13,43,6475,40,1139,1139,261,16,0,559,2863,516,225,6,5,6,5,0,1,0,0,1139,0
ngh21,-17.72183218,16.59215543,18612,155193,13,41,6475,40,1128,1128,47849,20,0,534,2745,516,45,6,5,6,5,0.429158807,1,-0.014563384,0.008738031,1128,-0.023301415
ngh22,-17.72157297,16.56892041,18612,155193,13,43,6475,40,1128,1128,92,15,0,533,2740,516,270,6,5,6,5,0.19192566,1,0,0,1128,0
ngh23,-17.73630479,16.57406225,18612,155193,13,41,6475,40,1128,1129,92,14,0,532,2733,516,281,6,5,6,5,0.858317614,1,0,0,1129,0
nsi11,-17.97569935,19.51233081,18606,155199,13,43,6130,40,1128,1128,93,15,0,555,2945,516,0,6,5,6,5,0.19192566,1,0,0,1128,0
nsi12,-17.97332971,19.55016491,18606,155199,13,43,6130,40,1110,1109,92,14,0,553,2932,516,281,6,5,6,5,0.959628284,1,0,0,1110,0
nsi13,-17.96672425,19.55967694,18606,155199,13,43,6130,40,1111,1111,65,14,0,555,2941,516,342,6,5,6,5,0.606922209,1,0.023301415,-0.011650708,1111,0.034952123
nsi21,-17.94571987,19.30859523,18606,155198,13,94,6229,40,1132,1131,556,16,0,545,2892,516,337,6,6,5,4,0.429158807,1,-0.023301415,0.011650708,1131,-0.034952123
nsi22,-17.96149576,19.27579148,18606,155198,13,43,6229,40,1138,1139,65535,22,0,543,2879,516,315,6,6,5,4,0.429158807,1,0,0.011650708,1138,-0.011650708
nsi23,-17.93283681,19.27788313,18606,155198,13,43,6229,40,1124,1130,1669,18,0,540,2862,516,11,6,6,5,4,0.542847753,1,0,-0.011650708,1130,0.011650708
OKA11,-17.72583345,13.67305994,18672,155187,11,41,4584,14,1281,1280,92,13,1,329,2060,516,9,4,5,6,5,2.238218546,2,-0.008224029,0.003426679,1279,-0.011650708
OKA12,-17.73808671,13.64720437,18669,155187,5,41,4584,14,1317,1360,261,12,3,329,2122,516,334,4,5,5,5,21.75627899,5,-0.110095277,0.076316044,1357,-0.186411321
OKA13,-17.71589672,13.67064143,18672,155187,11,41,4584,14,1254,1261,461,14,0,325,2029,516,337,4,5,6,5,3.094708204,2,0.00562448,-0.006026228,1259,0.011650708
oka21,-17.61907627,13.67659966,18672,155187,11,41,4584,14,1051,1054,65,12,0,294,1832,516,15,4,5,6,5,4.549893379,2,0,0,1055,0
oka22,-17.5564934,13.68269379,18672,155187,11,41,4584,14,990,1057,65,10,0,286,1779,516,216,4,5,5,5,29.48542786,5,0.300231725,0.05556687,1067,0.244664863
oka23,-17.57544539,13.67962312,18672,155187,11,41,4584,14,1007,1008,93,13,0,288,1774,516,45,4,5,5,5,1.727330923,1,0.004481041,0.016131749,1008,-0.011650708
okal11,-18.49119087,16.41364361,18614,155912,13,51,6440,40,1099,1099,65,14,0,455,2334,516,225,6,4,6,6,1.343479633,1,-0.002912677,-0.002912677,1098,0
okal12,-18.49594198,16.41162403,18614,155912,13,51,6440,40,1095,1093,92,14,0,455,2334,516,180,6,4,6,6,0.814271629,1,0,0.011650708,1093,-0.011650708
okal13,-18.49441018,16.41411695,18614,155912,13,51,6440,40,1095,1095,1634,17,0,455,2334,516,207,6,4,6,6,0.858317614,1,-0.023301415,0.011650708,1095,-0.034952123
okal21,-18.481986,16.36201903,18614,155912,13,51,6440,40,1089,1092,4607,36,0,449,2303,516,0,6,4,6,6,0,1,0,0,1092,0
okal22,-18.48551097,16.39315715,18614,155912,13,94,6440,40,1084,1092,392,36,0,451,2314,516,0,6,4,6,6,0,1,0,0,1092,0
okal23,-18.47902573,16.36545212,18614,155912,13,51,6440,40,1089,1092,276,36,0,449,2303,516,0,6,4,6,6,0,1,0,0,1092,0
okam11,-17.96839779,14.71768351,18625,155189,12,51,5586,40,1118,1118,93,15,0,403,2183,516,117,6,5,6,5,0.606922209,1,-0.011650708,0.011650708,1118,-0.023301415
OKAM12,-17.98048454,14.71032965,18625,155189,12,51,5586,40,1119,1121,92,14,0,401,2175,516,101,6,5,6,5,0.791329741,1,0.014563384,-0.008738031,1120,0.023301415
OKAM13,-18.00310118,14.66522597,18608,155909,13,51,5469,40,1120,1122,464,15,0,393,2140,516,239,6,5,6,5,0.271423876,1,0,0.011650708,1122,-0.011650708
OKAM21,-17.97795037,14.32301519,18681,155188,13,51,5152,40,1194,1194,3595,19,0,363,2056,516,90,6,5,6,5,0.271423876,1,0,0.011650708,1194,-0.011650708
okam22,-18.01106301,14.33778054,18681,155908,13,51,4888,40,1194,1194,278,16,0,363,2053,516,45,6,5,6,5,0.429158807,1,0,0.011650708,1194,-0.011650708
OKAM23,-17.96339961,14.30097763,18681,155188,13,51,5152,40,1198,1199,92,15,0,362,2055,516,225,6,5,6,5,0.575776994,1,0.014563384,-0.008738031,1199,0.023301415
okan11,-18.83443763,14.08865293,18642,156628,11,41,4709,14,1411,1409,65535,20,2,309,1880,516,58,4,4,6,7,2.560607672,2,-0.023301415,0,1409,-0.023301415
okan12,-18.82271511,14.166945,18609,156628,11,41,4709,14,1356,1364,92,12,1,312,1870,516,48,4,4,6,6,3.502314568,2,-0.021596434,0.013355689,1364,-0.034952123
okan13,-18.78497307,14.11017541,18609,156628,11,41,4709,14,1443,1442,1020,15,0,319,1936,516,90,4,4,6,6,2.853179932,2,0,0.023301415,1443,-0.023301415
okan21,-18.73090803,14.04100167,18642,156628,11,41,4709,14,1463,1453,65,14,1,317,1945,516,194,4,4,6,6,2.067102671,2,-0.003584833,0.008065875,1454,-0.011650708
okan22,-18.68607946,13.99875324,18609,156627,11,41,4135,14,1489,1489,185,12,0,321,1985,516,72,4,4,6,6,7.34601593,3,0.018228775,0.041530192,1480,-0.023301415
okan23,-18.75052213,14.07787252,18642,156628,11,41,4709,14,1433,1433,65,13,0,316,1924,516,45,4,4,6,6,1.535405278,1,-0.011650708,0.011650708,1433,-0.023301415
olmp11,-18.41893782,14.94662554,18608,155909,13,51,5469,40,1118,1118,92,36,0,381,2046,516,270,6,4,6,6,0.271423876,1,0,0.011650708,1118,-0.011650708
olmp12,-18.41239149,14.93870061,18608,155909,13,51,5469,40,1118,1119,5437,19,0,381,2046,516,270,6,4,6,6,0.271423876,1,0.023301415,-0.011650708,1119,0.034952123
OLMP13,-18.38363749,14.97153487,18608,155909,13,41,5469,40,1115,1117,92,15,0,385,2065,516,0,6,4,6,6,0.19192566,1,0,0,1117,0
olmp21,-18.41788246,14.65845521,18608,155909,13,51,5469,40,1144,1146,92,13,0,359,1976,516,146,6,4,6,6,1.033551335,1,-0.006990425,0.004660283,1145,-0.011650708
olmp22,-18.42547746,14.66211771,18608,155909,13,51,5469,40,1146,1146,1106,17,0,359,1975,516,63,6,4,6,6,0.606922209,1,-0.011650708,0.011650708,1146,-0.023301415
